"ID","LACT","FDAT","DIM","Date","HOSPM","Quarter","Dateok","MAST","Trt_MAST","Trt_dec","TRT","CULTURE","CULT_res","CULT_type","REMAST","Trt_REMAST"
40426,3,10/20/2020,93,01/21/2021,HOSPM,LR,01/21/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
40426,3,10/20/2020,,,,,01/24/2021,,,,,,,,REMAST,SPECT5LR
40426,3,10/20/2020,116,02/13/2021,HOSPM,LR,02/13/2021,,,,,CULTURE,GPLR,GP,,
40459,3,08/07/2020,,,,,02/21/2021,MAST,SPCT3LR,SPCT3,1,,,,,
40459,3,08/07/2020,,,,,02/24/2021,,,,,,,,REMAST,SPECT5LR
40462,3,01/02/2021,49,02/20/2021,HOSPM,RF,02/20/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
40510,3,01/14/2021,13,01/27/2021,HOSPM,RF,01/27/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
40515,3,09/12/2020,153,02/12/2021,HOSPM,LF,02/12/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
40515,3,09/12/2020,154,02/13/2021,HOSPM,LF,02/13/2021,,,,,CULTURE,NGLF,NG,,
40523,3,09/26/2020,107,01/11/2021,HOSPM,RF,01/11/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
40523,3,09/26/2020,116,01/20/2021,HOSPM,RF,01/20/2021,,,,,CULTURE,GNRF,GN,,
40523,3,09/26/2020,130,02/03/2021,HOSPM,RF,02/03/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRF,NG,,
40523,3,09/26/2020,145,02/18/2021,HOSPM,LR,02/18/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPLR,GP,,
40529,2,03/14/2020,353,03/02/2021,HOSPM,LR,03/02/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLR,NG,,
40534,3,01/20/2021,18,02/07/2021,HOSPM,RF,02/07/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRF,NG,,
40552,3,09/11/2020,175,03/05/2021,HOSPM,RF,03/05/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
40554,3,12/03/2020,53,01/25/2021,HOSPM,LF,01/25/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
40554,3,12/03/2020,76,02/17/2021,HOSPM,LF,02/17/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
40554,3,12/03/2020,,,,,02/20/2021,,,,,,,,REMAST,SPECT5LF
40554,3,12/03/2020,89,03/02/2021,HOSPM,LF,03/02/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
40554,3,12/03/2020,98,03/11/2021,HOSPM,LF,03/11/2021,,,,,CULTURE,NG,NG,,
40554,3,12/03/2020,124,04/06/2021,HOSPM,RF,04/06/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
40563,3,12/07/2020,47,01/23/2021,HOSPM,LF,01/23/2021,,,,,CULTURE,GPLF,GP,,
40587,3,09/18/2020,130,01/26/2021,HOSPM,RF,01/26/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
40587,3,09/18/2020,,,,,01/29/2021,,,,,,,,REMAST,SPECT5RF
40587,3,09/18/2020,193,03/30/2021,HOSPM,RF,03/30/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GNRF,GN,,
40603,3,07/03/2020,254,03/14/2021,HOSPM,RF,03/14/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
40636,2,04/09/2020,319,02/22/2021,HOSPM,LR,02/22/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
40657,3,03/23/2021,10,04/02/2021,HOSPM,LF,04/02/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
40661,3,01/04/2021,65,03/10/2021,HOSPM,RF,03/10/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRF,NG,,
40703,3,01/06/2021,65,03/12/2021,HOSPM,LF,03/12/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
40704,3,09/08/2020,130,01/16/2021,HOSPM,RF,01/16/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
40736,3,12/21/2020,43,02/02/2021,HOSPM,LR,02/02/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
40736,3,12/21/2020,,,,,02/05/2021,,,,,,,,REMAST,SPECT5LR
40736,3,12/21/2020,61,02/20/2021,HOSPM,LR,02/20/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
40736,3,12/21/2020,72,03/03/2021,HOSPM,LF,03/03/2021,,,,,CULTURE,GNLF,GN,,
40736,3,12/21/2020,,,,,03/06/2021,,,,,,,,REMAST,SPECT5LF
40770,3,08/23/2020,194,03/05/2021,HOSPM,RF,03/05/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
40781,3,11/19/2020,68,01/26/2021,HOSPM,RR,01/26/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
40781,3,11/19/2020,77,02/04/2021,HOSPM,RR,02/04/2021,,,,,CULTURE,NGRR,NG,,
40781,3,11/19/2020,92,02/19/2021,HOSPM,LF,02/19/2021,,,,,CULTURE,GPLF,GP,,
40781,3,11/19/2020,105,03/04/2021,HOSPM,RR,03/04/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
40789,3,01/06/2021,34,02/09/2021,HOSPM,LF,02/09/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
40824,3,12/04/2020,93,03/07/2021,HOSPM,RF,03/07/2021,MAST,SPCT3,SPCT3,1,CULTURE,GNRF,GN,,
40824,3,12/04/2020,102,03/16/2021,HOSPM,RECULTUR,03/16/2021,,,,,CULTURE,NGRF,NG,,
40824,3,12/04/2020,,,,,03/26/2021,,,,,,,,REMAST,SPECT5RF
40883,2,08/11/2020,172,01/30/2021,HOSPM,RF,01/30/2021,,,,,CULTURE,NG,NG,,
40883,2,08/11/2020,,,,,01/31/2021,MAST,NOTXTO,NOTXT,0,,,,,
40883,2,08/11/2020,209,03/08/2021,HOSPM,RF,03/08/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
40883,2,08/11/2020,219,03/18/2021,HOSPM,RF,03/18/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
40902,3,01/15/2021,13,01/28/2021,HOSPM,RF,01/28/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
40902,3,01/15/2021,,,,,02/03/2021,,,,,CULTURE,NGRF,NG,,
40922,3,09/18/2020,109,01/05/2021,HOSPM,LR,01/05/2021,,,,,CULTURE,GPLR,GP,,
40926,3,11/07/2020,,,,,01/31/2021,,,,,CULTURE,GPLR,GP,,
40926,3,11/07/2020,86,02/01/2021,HOSPM,LR,02/01/2021,MAST,SPCT3RR,SPCT3,1,,,,,
40926,3,11/07/2020,,,,,02/04/2021,,,,,,,,REMAST,SPECT5RR
40926,3,11/07/2020,148,04/04/2021,HOSPM,LF,04/04/2021,,,,,,,,,
40965,3,12/10/2020,84,03/04/2021,HOSPM,RF,03/04/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
40965,3,12/10/2020,,,,,03/07/2021,,,,,,,,REMAST,SPECT5RF
40987,3,11/04/2020,115,02/27/2021,HOSPM,RR,02/27/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
41106,3,12/11/2020,74,02/23/2021,HOSPM,LR,02/23/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
41141,3,11/02/2020,,,,,03/21/2021,MAST,SPECT3LF,SPECT,1,,,,,
41151,3,11/22/2020,,,,,03/21/2021,,,,,CULTURE,GNLF,GN,,
41151,3,11/22/2020,120,03/22/2021,HOSPM,LF,03/22/2021,,,,,,,,,
41151,3,11/22/2020,,,,,03/23/2021,MAST,SPCT3LF,SPCT3,1,,,,,
41151,3,11/22/2020,,,,,03/25/2021,,,,,,,,REMAST,SPECT5LF
41151,3,11/22/2020,130,04/01/2021,HOSPM,LF,04/01/2021,,,,,CULTURE,NGLF,NG,,
41160,3,02/07/2021,34,03/13/2021,HOSPM,LR,03/13/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
41160,3,02/07/2021,56,04/04/2021,HOSPM,LR,04/04/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GNLR,GN,,
41203,3,12/31/2020,50,02/19/2021,HOSPM,LF,02/19/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
41208,3,10/12/2020,105,01/25/2021,HOSPM,LR,01/25/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
41208,3,10/12/2020,108,01/28/2021,HOSPM,LR,01/28/2021,,,,,CULTURE,NGLR,NG,,
41258,3,02/01/2021,28,03/01/2021,HOSPM,RF,03/01/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
41258,3,02/01/2021,,,,,03/04/2021,,,,,,,,REMAST,SPECT5RF
41291,3,02/18/2021,30,03/20/2021,HOSPM,RF,03/20/2021,,,,,CULTURE,GPRF,GP,,
41291,3,02/18/2021,,,,,03/21/2021,MAST,SPCT3RF,SPCT3,1,,,,,
41295,3,11/20/2020,61,01/20/2021,HOSPM,LF,01/20/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GNLF,GN,,
41295,3,11/20/2020,69,01/28/2021,HOSPM,RECULTUR,01/28/2021,,,,,CULTURE,GPLF,GP,,
41295,3,11/20/2020,79,02/07/2021,HOSPM,LF,02/07/2021,,,,,CULTURE,GPLF,GP,,
41308,3,12/09/2020,36,01/14/2021,HOSPM,RF,01/14/2021,,,,,,,,,
41310,3,11/24/2020,,,,,01/01/2021,,,,,,,,REMAST,SPECT5RF
41310,3,11/24/2020,49,01/12/2021,HOSPM,RF,01/12/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
41310,3,11/24/2020,,,,,01/15/2021,,,,,,,,REMAST,SPECT5
41332,2,05/09/2020,256,01/20/2021,HOSPM,LF,01/20/2021,,,,,CULTURE,NGLF,NG,,
41408,3,01/04/2021,53,02/26/2021,HOSPM,RF,02/26/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
41408,3,01/04/2021,,,,,03/01/2021,,,,,,,,REMAST,SPECT5RF
41408,3,01/04/2021,,,,,03/08/2021,,,,,CULTURE,GPRF,GP,,
41408,3,01/04/2021,64,03/09/2021,HOSPM,RF,03/09/2021,MAST,SPCT3RF,SPCT3,1,,,,,
41408,3,01/04/2021,72,03/17/2021,HOSPM,RF,03/17/2021,,,,,CULTURE,NGRF,NG,,
41408,3,01/04/2021,85,03/30/2021,HOSPM,RF,03/30/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
41408,3,01/04/2021,92,04/06/2021,HOSPM,RF,04/06/2021,,,,,CULTURE,NGRF,NG,,
41446,2,05/28/2020,229,01/12/2021,HOSPM,RF,01/12/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
41446,2,05/28/2020,264,02/16/2021,HOSPM,RF,02/16/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
41455,3,11/06/2020,101,02/15/2021,HOSPM,RR,02/15/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
41482,3,11/01/2020,152,04/02/2021,HOSPM,RR,04/02/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
41573,3,01/09/2021,58,03/08/2021,HOSPM,RF,03/08/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
41576,2,04/12/2020,271,01/08/2021,HOSPM,LF,01/08/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
41576,2,04/12/2020,,,,,01/11/2021,,,,,,,,REMAST,SPECT5LF
41669,3,01/30/2021,42,03/13/2021,HOSPM,RR,03/13/2021,,,,,CULTURE,GPRR,GP,,
41688,3,12/15/2020,82,03/07/2021,HOSPM,RF,03/07/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,MXRF,MX,,
41688,3,12/15/2020,,,,,03/10/2021,,,,,,,,REMAST,SPECT5RF
41688,3,12/15/2020,91,03/16/2021,HOSPM,RECULTUR,03/16/2021,,,,,CULTURE,NGRF,NG,,
41689,3,10/30/2020,95,02/02/2021,HOSPM,RR,02/02/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRR,NG,,
41689,3,10/30/2020,132,03/11/2021,HOSPM,RR,03/11/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
41767,2,06/22/2020,273,03/22/2021,HOSPM,RF,03/22/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
41770,3,02/18/2021,,,,,03/07/2021,MAST,SPECT3LF,SPECT,1,,,,,
41830,3,02/08/2021,15,02/23/2021,HOSPM,LF,02/23/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,MXLF,MX,,
41836,2,08/20/2020,146,01/13/2021,HOSPM,LF,01/13/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
41836,2,08/20/2020,229,04/06/2021,HOSPM,RR,04/06/2021,,,,,CULTURE,GPRR,GP,,
41858,2,07/15/2020,174,01/05/2021,HOSPM,LR,01/05/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
41858,2,07/15/2020,,,,,01/15/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
41878,3,02/09/2021,14,02/23/2021,HOSPM,LF,02/23/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
41878,3,02/09/2021,,,,,02/26/2021,,,,,,,,REMAST,SPECT5LF
41878,3,02/09/2021,56,04/06/2021,HOSPM,LF,04/06/2021,MAST,SP5,SP5,1,CULTURE,GNLF,GN,,
41894,3,12/18/2020,21,01/08/2021,HOSPM,RF,01/08/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
41894,3,12/18/2020,,,,,01/11/2021,,,,,,,,REMAST,SPECT5RF
41895,2,05/11/2020,307,03/14/2021,HOSPM,RF,03/14/2021,,,,,CULTURE,NG,NG,,
41901,2,05/15/2020,293,03/04/2021,HOSPM,LF,03/04/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
41933,2,08/23/2020,171,02/10/2021,HOSPM,RF,02/10/2021,,,,,CULTURE,GNRF,GN,,
41933,2,08/23/2020,,,,,02/11/2021,MAST,SPCT3RF,SPCT3,1,,,,,
41933,2,08/23/2020,,,,,02/14/2021,,,,,,,,REMAST,SPECT5RF
41945,2,05/21/2020,267,02/12/2021,HOSPM,LF,02/12/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
41945,2,05/21/2020,,,,,02/15/2021,,,,,,,,REMAST,SPECT5LF
41945,2,05/21/2020,279,02/24/2021,HOSPM,LR,02/24/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
41967,2,07/06/2020,259,03/22/2021,HOSPM,RF,03/22/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
42042,2,06/03/2020,227,01/16/2021,HOSPM,LR,01/16/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
42058,2,11/30/2020,74,02/12/2021,HOSPM,LF,02/12/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
42081,2,07/28/2020,161,01/05/2021,HOSPM,RR,01/05/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
42087,2,11/21/2020,121,03/22/2021,HOSPM,RR,03/22/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GNRR,GN,,
42087,2,11/21/2020,,,,,03/25/2021,,,,,,,,REMAST,SPECT5RR
42105,2,12/22/2020,80,03/12/2021,HOSPM,LF,03/12/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
42105,2,12/22/2020,85,03/17/2021,HOSPM,LF,03/17/2021,,,,,CULTURE,NGLF,NG,,
42117,2,05/08/2020,281,02/13/2021,HOSPM,LR,02/13/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
42117,2,05/08/2020,,,,,03/08/2021,,,,,CULTURE,GPLR,GP,,
42117,2,05/08/2020,305,03/09/2021,HOSPM,LR,03/09/2021,MAST,SPCT3LR,SPCT3,1,,,,,
42210,2,09/08/2020,122,01/08/2021,HOSPM,LF,01/08/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
42210,2,09/08/2020,,,,,01/11/2021,,,,,,,,REMAST,SPECT5LF
42254,2,09/17/2020,111,01/06/2021,HOSPM,LF,01/06/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
42261,2,08/15/2020,202,03/05/2021,HOSPM,LF,03/05/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
42261,2,08/15/2020,221,03/24/2021,HOSPM,LF,03/24/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
42275,2,04/27/2020,271,01/23/2021,HOSPM,RF,01/23/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
42276,2,06/20/2020,224,01/30/2021,HOSPM,LR,01/30/2021,,,,,CULTURE,NG,NG,,
42287,2,08/26/2020,204,03/18/2021,HOSPM,LF,03/18/2021,,,,,,,,,
42292,2,07/31/2020,220,03/08/2021,HOSPM,RF,03/08/2021,MAST,SPCT3,SPCT3,1,CULTURE,GPRF,GP,,
42327,2,05/19/2020,265,02/08/2021,HOSPM,BLOOD,02/08/2021,,,,,,,,,
42406,2,08/12/2020,164,01/23/2021,HOSPM,RR,01/23/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
42438,3,02/17/2021,40,03/29/2021,HOSPM,RR,03/29/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GNRR,GN,,
42453,2,07/05/2020,180,01/01/2021,HOSPM,LF,01/01/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
42453,2,07/05/2020,,,,,01/04/2021,,,,,,,,REMAST,SPECT5LF
42453,2,07/05/2020,186,01/07/2021,HOSPM,LF,01/07/2021,,,,,CULTURE,GPLF,GP,,
42478,2,07/28/2020,220,03/05/2021,HOSPM,LF,03/05/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GNLF,GN,,
42478,2,07/28/2020,,,,,03/08/2021,,,,,,,,REMAST,SPECT5LR
42478,2,07/28/2020,231,03/16/2021,HOSPM,LR,03/16/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLR,NG,,
42491,2,06/24/2020,284,04/04/2021,HOSPM,LF,04/04/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
42493,2,07/23/2020,169,01/08/2021,HOSPM,RF,01/08/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
42493,2,07/23/2020,205,02/13/2021,HOSPM,RF,02/13/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
42493,2,07/23/2020,253,04/02/2021,HOSPM,RF,04/02/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
42498,2,09/24/2020,118,01/20/2021,HOSPM,RF,01/20/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NG,NG,,
42498,2,09/24/2020,118,01/20/2021,HOSPM,RF,01/20/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
42498,2,09/24/2020,144,02/15/2021,HOSPM,LF,02/15/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
42498,2,09/24/2020,167,03/10/2021,HOSPM,LF,03/10/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
42498,2,09/24/2020,174,03/17/2021,HOSPM,RECULTUR,03/17/2021,,,,,CULTURE,GNLF,GN,,
42522,2,05/02/2020,338,04/05/2021,HOSPM,RF,04/05/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GNRF,GN,,
42561,2,01/26/2021,21,02/16/2021,HOSPM,RF,02/16/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GNRF,GN,,
42561,2,01/26/2021,,,,,02/19/2021,,,,,,,,REMAST,SPECT5RF
42586,2,07/20/2020,255,04/01/2021,HOSPM,LF,04/01/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
42590,2,10/23/2020,153,03/25/2021,HOSPM,LF,03/25/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GP,GP,,
42599,2,05/26/2020,285,03/07/2021,HOSPM,LF,03/07/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
42618,2,07/20/2020,172,01/08/2021,HOSPM,LR,01/08/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
42633,2,08/19/2020,190,02/25/2021,HOSPM,LR,02/25/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GNLR,GN,,
42637,2,07/19/2020,228,03/04/2021,HOSPM,RF,03/04/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
42677,2,06/28/2020,279,04/03/2021,HOSPM,LR,04/03/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
42694,2,07/01/2020,207,01/24/2021,HOSPM,LF,01/24/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
42772,2,06/18/2020,223,01/27/2021,HOSPM,RF,01/27/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
42819,2,07/19/2020,173,01/08/2021,HOSPM,LF,01/08/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NG,NG,,
42820,2,06/14/2020,291,04/01/2021,HOSPM,LF,04/01/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,MXLF,MX,,
42820,2,06/14/2020,,,,,04/04/2021,,,,,,,,REMAST,SPECT5LF
42823,2,05/20/2020,263,02/07/2021,HOSPM,RF,02/07/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRF,NG,,
42840,2,09/11/2020,174,03/04/2021,HOSPM,RF,03/04/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
42876,2,08/28/2020,187,03/03/2021,HOSPM,LF,03/03/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
42891,2,08/28/2020,175,02/19/2021,HOSPM,LR,02/19/2021,,,,,CULTURE,GNLR,GN,,
42892,2,07/23/2020,194,02/02/2021,HOSPM,LF,02/02/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
42897,2,09/01/2020,141,01/20/2021,HOSPM,LF,01/20/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GNLF,GN,,
42898,2,09/02/2020,123,01/03/2021,HOSPM,RR,01/03/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,MXRR,MX,,
42922,2,07/16/2020,170,01/02/2021,HOSPM,RR,01/02/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRR,NG,,
42922,2,07/16/2020,171,01/03/2021,HOSPM,RF,01/03/2021,,,,,CULTURE,GPRF,GP,,
42922,2,07/16/2020,255,03/28/2021,HOSPM,LR,03/28/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
42945,2,06/05/2020,265,02/25/2021,HOSPM,LR,02/25/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLR,NG,,
42982,2,10/13/2020,150,03/12/2021,HOSPM,LR,03/12/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
42988,2,08/24/2020,144,01/15/2021,HOSPM,LF,01/15/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,MXLF,MX,,
42988,2,08/24/2020,164,02/04/2021,HOSPM,RF,02/04/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPRF,GP,,
43026,2,08/27/2020,,,,,03/08/2021,,,,,CULTURE,GPLF,GP,,
43026,2,08/27/2020,194,03/09/2021,HOSPM,LF,03/09/2021,MAST,SPCT3LF,SPCT3,1,,,,,
43030,2,11/24/2020,88,02/20/2021,HOSPM,LF,02/20/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
43031,2,11/12/2020,76,01/27/2021,HOSPM,RF,01/27/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
43031,2,11/12/2020,109,03/01/2021,HOSPM,RF,03/01/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
43049,2,07/09/2020,208,02/02/2021,HOSPM,BLOOD,02/02/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRR,NG,,
43066,2,07/16/2020,189,01/21/2021,HOSPM,LR,01/21/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
43068,2,07/05/2020,251,03/13/2021,HOSPM,RF,03/13/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
43076,2,01/07/2021,,,,,03/22/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,MXRR,MX,,
43084,2,10/11/2020,104,01/23/2021,HOSPM,LR,01/23/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
43162,2,08/16/2020,195,02/27/2021,HOSPM,RR,02/27/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
43198,2,07/26/2020,163,01/05/2021,HOSPM,LF,01/05/2021,,,,,CULTURE,MXLF,MX,,
43218,2,12/07/2020,86,03/03/2021,HOSPM,RR,03/03/2021,,,,,CULTURE,GNRR,GN,,
43251,2,11/01/2020,84,01/24/2021,HOSPM,RF,01/24/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
43251,2,11/01/2020,134,03/15/2021,HOSPM,LF,03/15/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
43255,2,01/31/2021,2,02/02/2021,HOSPM,RF,02/02/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GNRF,GN,,
43279,2,07/30/2020,159,01/05/2021,HOSPM,RF,01/05/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
43279,2,07/30/2020,170,01/16/2021,HOSPM,RF,01/16/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
43315,2,07/02/2020,248,03/07/2021,HOSPM,LR,03/07/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLR,NG,,
43326,2,08/29/2020,170,02/15/2021,HOSPM,RF,02/15/2021,,,,,,,,,
43336,2,10/26/2020,112,02/15/2021,HOSPM,RF,02/15/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GNRF,GN,,
43336,2,10/26/2020,112,02/15/2021,HOSPM,RF,02/15/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
43336,2,10/26/2020,,,,,02/18/2021,,,,,,,,REMAST,SPECT5RF
43387,2,11/26/2020,98,03/04/2021,HOSPM,RR,03/04/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
43414,2,10/25/2020,87,01/20/2021,HOSPM,LF,01/20/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
43415,2,07/14/2020,190,01/20/2021,HOSPM,RF,01/20/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,MXRF,MX,,
